toy_id,age_start,wage_uf,target_density,realized_density,initial_balance_uf,observed_fund,final_observed_uf,final_what_if_uf__transicion_5_anios_antes,delta_uf__transicion_5_anios_antes,delta_relative__transicion_5_anios_antes,final_what_if_uf__base,delta_uf__base,delta_relative__base,final_what_if_uf__transicion_5_anios_despues,delta_uf__transicion_5_anios_despues,delta_relative__transicion_5_anios_despues,age_band
TOY0001,27,32.37233424221505,0.7101485737194925,0.6416666666666667,28.073119166527945,A,399.0948281700706,383.2357408852022,-15.859087284868451,-0.03973764169680061,391.30286983735283,-7.7919583327177975,-0.019524077444063814,399.0948281700706,0.0,0.0,<35
TOY0002,42,57.47780105122188,0.779654639066476,0.7083333333333334,59.434750854580464,B,753.5328470470894,707.0582288391071,-46.4746182079823,-0.06167563682207744,722.4212860228944,-31.111561024194998,-0.04128759767555401,739.2203147315557,-14.312532315533645,-0.018993906332843924,35–44
TOY0003,27,73.130538693473,0.8447536609054551,0.825,28.121713575114732,A,1066.096110027021,1025.2442642398732,-40.851845787147795,-0.0383191021924959,1045.9625138681092,-20.133596158911814,-0.018885348112189893,1066.096110027021,0.0,0.0,<35
TOY0004,59,63.00059310475615,0.6459607598212525,0.6666666666666666,165.46500495379715,E,807.3685341282501,813.5585798818748,6.190045753624759,0.007666939559774155,831.0607966876363,23.692262559386222,0.029345040781119547,857.8940944500293,50.52556032177927,0.06258054182943096,55+
TOY0005,26,38.85816920887822,0.9631275429903463,0.95,11.501436772077582,B,617.7556503356059,621.8412356252671,4.085585289661253,0.00661359436767861,640.0979786028579,22.342328267252014,0.036166934701632014,640.644719947728,22.88906961212217,0.03705197937030169,<35
TOY0006,60,33.66180339193613,0.7914399102175519,0.7666666666666667,118.47900336295658,C,582.9013509593314,519.7200295282703,-63.181321431061065,-0.10839110481915692,527.9121929535027,-54.9891580058287,-0.09433698843780047,549.3025502632673,-33.59880069606402,-0.05764062931191971,55+
TOY0007,49,47.638665689540154,0.9120141482482554,0.8916666666666667,105.01063869178236,B,860.948666573143,784.6715116650144,-76.27715490812864,-0.08859663516494731,804.3939596843626,-56.5547068887804,-0.06568882569257772,828.3096452476927,-32.639021325450244,-0.03791053124614763,45–54
TOY0008,41,22.270682901114785,0.8352508881793445,0.8833333333333333,38.426344818734464,A,394.32608577822003,363.49028335534877,-30.835802422871268,-0.07819873839189573,367.16590623142173,-27.160179546798304,-0.06887746087910085,379.0659858621754,-15.260099916044624,-0.03869918949421802,35–44
TOY0009,43,32.19763753549755,0.6269316725977498,0.675,43.590221412908335,B,422.2084924219675,391.61349594645475,-30.594996475512744,-0.0724641901445583,407.2950862673633,-14.913406154604218,-0.035322373714120614,410.5752058599776,-11.633286561989905,-0.027553416785286444,35–44
TOY0010,31,50.04765281634802,0.7243817509812375,0.75,48.062562643626535,C,660.2212606240467,688.1100787099065,27.888818085859725,0.04224162375428353,694.0675045047797,33.846243880732914,0.05126500144624413,715.4274205726991,55.206159948652385,0.08361766462423681,<35
TOY0011,58,31.51596601499903,0.7414398297735858,0.7666666666666667,94.1032525850477,C,520.6176813731961,470.405413460631,-50.212267912565096,-0.09644748864488006,477.1098765870549,-43.50780478614121,-0.08356958732439468,497.4424297776407,-23.17525159555538,-0.04451491454233303,55+
TOY0012,42,20.089242506102448,0.831558168246242,0.8333333333333334,43.36167880559052,A,355.94416025122166,319.56227196198495,-36.38188828923671,-0.10221234775577936,326.86208898799356,-29.0820712632281,-0.08170402695384094,335.0514213257866,-20.892738925435083,-0.05869667565465664,35–44
TOY0013,33,92.43372962936517,0.9245759031863577,0.9666666666666667,35.84017401248163,A,1569.5654888370095,1470.2989113672934,-99.26657746971614,-0.06324462290724109,1518.096755582151,-51.468733254858535,-0.032791708036977174,1525.8182487618762,-43.74724007513328,-0.02787219799764351,<35
TOY0014,35,16.154544433703155,0.5964097253336174,0.6666666666666666,48.15217952081427,B,252.7125277962932,244.16216233064117,-8.550365465652021,-0.0338343553452336,252.7125277962932,0.0,0.0,255.83992525144237,3.127397455149179,0.01237531626318944,35–44
TOY0015,26,25.23846190947415,0.8657165319623696,0.8583333333333333,18.243169590831,B,382.94929035208514,386.0196369127345,3.070346560649341,0.008017632198316527,397.733967295493,14.784676943407874,0.038607401334559865,398.0777655443364,15.128475192251244,0.03950516575795726,<35
TOY0016,26,33.35055126663313,0.5587084187667227,0.49166666666666664,25.95489936863649,B,305.53583373825813,308.0552416319482,2.5194078936900723,0.008245867147119501,317.17838143781375,11.642547699555621,0.03810534285654166,317.44570467695974,11.909870938701602,0.03898027538368676,<35
TOY0017,33,43.54011199650327,0.6529691099521966,0.5583333333333333,50.021865965090115,C,455.0564614718036,461.1336647214231,6.077203249619515,0.01335483344190691,478.1301151071883,23.073653635384744,0.05070503462527909,479.373731567599,24.317270095795436,0.05343791848849988,<35
TOY0018,55,40.27688551908377,0.7017714457741587,0.6833333333333333,137.43004786095946,E,568.3033728791528,577.153833118925,8.850460239772246,0.015573478290184628,600.5488055354081,32.245432656255275,0.056739822769118264,610.4873204885417,42.18394760938895,0.0742278677595658,55+
TOY0019,62,74.05135258555087,0.8166137547619841,0.8583333333333333,142.33172890663525,C,1209.2117970922125,1089.3498963715065,-119.86190072070599,-0.09912399218146684,1091.1877224163698,-118.02407467584271,-0.09760413763714082,1123.6555191877485,-85.55627790446397,-0.07075375720796051,55+
TOY0020,38,25.53215146723832,0.7725069613013078,0.7333333333333333,66.22656679344891,A,424.97859035396783,394.07160911547334,-30.906981238494495,-0.07272597241369694,396.37556110694265,-28.603029247025177,-0.06730463580106827,412.1135258156298,-12.865064538338004,-0.03027226507486558,35–44
TOY0021,54,50.42282379065945,0.7440582484760273,0.6833333333333333,72.62554765843785,C,649.1185220554871,601.2498342864465,-47.86868776904066,-0.07374414092739268,618.4097392738074,-30.7087827816797,-0.04730843711628785,634.5795279941188,-14.538994061368271,-0.022398057623327916,45–54
TOY0022,61,40.07944363338781,0.8795687605320309,0.9166666666666666,78.61555570440193,E,624.5201419359007,624.5201419359007,0.0,0.0,631.6875672783542,7.167425342453498,0.011476692041085812,655.7540333575905,31.233891421689805,0.05001262461266709,55+
TOY0023,30,75.35648666175463,0.61688940391595,0.5833333333333334,33.50200569058976,C,731.0474993521079,759.8322468870749,28.784747534966982,0.039374661099966124,764.8098313145913,33.76233196248336,0.046183499693802865,787.436469855234,56.388970503126075,0.0771344824421134,<35
TOY0024,57,49.74232265829873,0.9019456648180815,0.875,123.78979254755406,D,822.0913043858494,781.9621618960297,-40.12914248981974,-0.0488134861367967,805.9746234532611,-16.116680932588338,-0.01960449021490196,823.2436040734073,1.1522996875578428,0.001401668745807605,55+
TOY0025,49,45.75312088883083,0.7977409779837492,0.7666666666666667,116.31477235809037,E,648.0062637888745,688.014818262173,40.00855447329843,0.061740999599864343,704.9567327077599,56.95046891888535,0.08788567657648483,726.751750419696,78.74548663082146,0.12151963805164279,45–54
TOY0026,36,34.537187054653856,0.8216391338548743,0.75,46.65924886412701,B,494.6560646916333,478.58160541305443,-16.074459278578843,-0.03249623410277924,494.23970694496126,-0.41635774667201986,-0.0008417115980000611,498.7716957342655,4.115631042632231,0.008320187169236215,35–44
TOY0027,59,60.253297187943794,0.7669173593890554,0.7166666666666667,76.41723256838728,E,713.6053052299193,716.9519966229177,3.346691392998423,0.004689835359225736,733.4643110954484,19.85900586552907,0.027829117468697318,754.3155001715604,40.710194941641134,0.05704861587110055,55+
TOY0028,39,41.61191754305332,0.9308878307910126,0.9666666666666667,40.02377862613707,B,717.4417930672184,690.9825819848842,-26.459211082334264,-0.03687994111580173,704.9044515727239,-12.537341494494513,-0.01747506434061319,720.0875241606249,2.6457310934064253,0.0036877292610670853,35–44
TOY0029,52,52.048002050716995,0.9589280172421337,0.9666666666666667,108.09505968580882,C,950.144157271719,883.0812419475704,-67.06291532414855,-0.0705818320419036,901.0109435054449,-49.13321376627414,-0.05171132547650159,929.2198557508844,-20.924301520834547,-0.022022238794708215,45–54
TOY0030,50,38.95744617151194,0.795646450801055,0.8,117.73937244817222,D,628.2033132364166,628.2033132364166,0.0,0.0,638.0342454047864,9.830932168369714,0.015649284174771516,665.4317870927966,37.22847385637999,0.05926182347651765,45–54
TOY0031,50,42.10886067103243,0.509343659846369,0.44166666666666665,124.97605187138709,C,481.32561190119856,451.7894264605965,-29.536185440602083,-0.06136425054120109,460.42274904997527,-20.90286285122329,-0.04342769703996974,481.32561190119856,0.0,0.0,45–54
TOY0032,58,34.397377923250936,0.43818149273962975,0.425,157.093594796445,C,463.3029856428903,415.2949101620687,-48.00807548082162,-0.10362133845134724,421.37192096439856,-41.93106467849174,-0.09050462867254605,442.75585923068724,-20.547126412203056,-0.0443492208099876,55+
TOY0033,44,40.378185175314705,0.8254284429360539,0.775,93.35048383197977,B,659.1536860895463,615.4150135058892,-43.73867258365715,-0.0663558036717331,634.1661666278005,-24.98751946174582,-0.03790848779134526,647.5651052802647,-11.588580809281666,-0.017580999778718298,35–44
TOY0034,36,24.14925651536769,0.7100965111301287,0.6916666666666667,39.01993101223657,C,318.5223076678006,321.90637329022184,3.3840656224212466,0.010624265682360301,332.28018277990157,13.757875112100976,0.043192815011404484,335.83386220452576,17.31155453672517,0.05434958280780777,35–44
TOY0035,41,33.284546394572374,0.8478608759212946,0.8916666666666667,71.65711356122632,B,595.3609999553099,569.4314070022116,-25.929592953098336,-0.04355272339814786,575.9774464591866,-19.38355349612334,-0.03255764737290201,594.8549311773626,-0.5060687779473483,-0.0008500200348785514,35–44
TOY0036,35,15.0,0.7103132793235817,0.6916666666666667,34.59964220328033,D,201.75263153588486,215.74242962881343,13.989798092928567,0.06934134135663195,223.03984252239846,21.2872109865136,0.10551144153342729,225.50033436070518,23.747702824820323,0.11770702887013607,35–44
TOY0037,25,33.106650286582195,0.9735113390868213,0.9833333333333333,9.706105109833988,A,563.3678596396799,547.0756359102942,-16.292223729385682,-0.028919334766108085,563.3678596396799,0.0,0.0,563.3678596396799,0.0,0.0,<35
TOY0038,34,33.609946421590415,0.7050570646527482,0.725,37.46597971909163,A,476.2890726766971,449.3882207411029,-26.900851935594233,-0.05648009471309956,459.607309073379,-16.68176360331813,-0.03502445166245005,469.0337897994101,-7.255282877287016,-0.015232940022144592,<35
TOY0039,40,25.572726659465207,0.8076459321412602,0.7666666666666667,72.97540755561354,C,415.1791456934884,415.1791456934884,0.0,0.0,420.57769630575507,5.398550612266661,0.01300294262913737,434.8490152214229,19.66986952793451,0.04737682451530456,35–44
TOY0040,61,30.398658298439436,0.8228872406587953,0.85,78.62737025090155,D,492.81662644290054,468.3439437264647,-24.472682716435827,-0.04965880086692109,474.5837626399371,-18.232863802963436,-0.03699725785342589,492.3968655038531,-0.4197609390474213,-0.0008517588825629474,55+
TOY0041,26,28.750833502813524,0.9655630943581008,0.9916666666666667,13.270305363212701,A,502.76583609882744,487.8717345391623,-14.89410155966516,-0.029624331030992046,502.33597314635733,-0.42986295247010275,-0.0008549963454270726,502.76583609882744,0.0,0.0,<35
TOY0042,43,52.68166741680686,0.5051352549176775,0.5583333333333333,60.60717561731869,C,548.1575770285738,530.5135069159352,-17.644070112638587,-0.03218795261078522,551.7672724653808,3.6096954368069873,0.0065851419155313895,555.9097978651268,7.752220836553079,0.014142321772830257,35–44
TOY0043,36,21.366174817105904,0.5367439480472356,0.5666666666666667,61.35307307904499,B,290.47731395173497,281.06399579344065,-9.413318158294317,-0.03240637979686911,290.228289257847,-0.249024693887975,-0.0008572948107381517,293.69515264145366,3.2178386897186897,0.011077762479769326,35–44
TOY0044,59,45.418068144849435,0.8190193122441571,0.75,77.3066685717604,D,615.5814630587381,588.188053825018,-27.39340923372015,-0.04450005543962632,601.8148156714652,-13.766647387272883,-0.02236364837704552,619.359971808898,3.778508750159858,0.006138113274862134,55+
TOY0045,25,39.25896859082778,0.8121670609616418,0.7916666666666666,15.891817021967267,A,553.4851298440254,536.9934766927024,-16.49165315132302,-0.029796018469313568,553.4851298440254,0.0,0.0,553.4851298440254,0.0,0.0,<35
TOY0046,58,46.26462253545083,0.761388561903044,0.8,120.19346478110765,D,718.7059647941214,688.1369053366286,-30.569059457492813,-0.04253347120369255,698.1126021238703,-20.593362670251167,-0.02865339050880189,726.5764062941113,7.870441499989852,0.01095085039713628,55+
TOY0047,66,17.007848167114044,0.9156835059838263,0.8833333333333333,105.28749942919607,E,348.5742894067743,348.5742894067743,0.0,0.0,348.5742894067743,0.0,0.0,354.6820232912082,6.107733884433912,0.017522043564453416,55+
TOY0048,41,41.97708821395986,0.882293718674959,0.8333333333333334,84.68309925976122,C,674.1587421448231,673.6194814946199,-0.5392606502032322,-0.0007999015906663409,681.2720210216459,7.113278876822733,0.010551341148810067,703.9977637932524,29.839021648429252,0.044261120983905,35–44
TOY0049,51,50.9454455077131,0.8857655631826612,0.9083333333333333,116.42886598485784,E,808.150066500307,849.0157415460759,40.86567504576885,0.05056693891363229,861.0196517628852,52.8695852625782,0.06542050474799788,896.1914951099762,88.0414286096692,0.10894193078636061,45–54
TOY0050,28,18.56573863593192,0.42799738870570037,0.44166666666666665,29.941741377074205,B,178.4515742334937,180.3213169438111,1.8697427103174107,0.010477591572663592,180.73556391801915,2.2839896845254657,0.012798932675914587,185.76484642081329,7.313272187319598,0.040981830609970515,<35
TOY0051,43,51.41946818266761,0.9555889847609256,0.9666666666666667,43.52904627469813,D,801.1945601220981,815.597359355675,14.402799233576957,0.01797665629604639,846.2991713790453,45.10461125694724,0.05629670182742319,852.8997479880763,51.705187865978246,0.06453512097997605,35–44
TOY0052,30,49.03962145189827,0.9373436089354117,0.9416666666666667,44.339525450924874,A,854.2786244064832,822.4108184409813,-31.86780596550193,-0.037303761390076184,829.1663668033875,-25.112257603095713,-0.029395863229684127,854.2786244064832,0.0,0.0,<35
TOY0053,25,33.36772761011303,0.8699243161925837,0.8416666666666667,16.958450270472145,A,503.3523692409018,488.3339642960645,-15.0184049448373,-0.029836762201966627,503.3523692409018,0.0,0.0,503.3523692409018,0.0,0.0,<35
TOY0054,49,29.44610089191371,0.7481310231416944,0.7916666666666666,83.40888342073748,C,491.2119628424979,467.5625405800268,-23.64942226247109,-0.04814504542116382,480.19739817199604,-11.01456467050184,-0.022423241907147062,494.75992416226984,3.5479613197719573,0.007222872381285272,45–54
TOY0055,45,28.80224061466858,0.72522786241997,0.65,95.91575448275323,D,412.50869184527727,419.4175973905816,6.9089055453043215,0.01674850901783098,437.93650486026064,25.42781301498337,0.06164188420185046,443.9147291643398,31.406037319062534,0.07613424381089695,45–54
TOY0056,59,29.01732022399141,0.8182287946569866,0.8583333333333333,125.91086319041673,E,515.7974248804312,520.3225209235025,4.525096043071244,0.008773010148548588,532.8408506101947,17.0434257297635,0.033042867039738244,550.6638456847238,34.8664208042926,0.06759712073470525,55+
TOY0057,35,34.532122752525325,0.8902143769891796,0.9,53.18440503264247,B,592.0383899294645,572.7153549087011,-19.323035020763427,-0.03263814534571918,592.0383899294645,0.0,0.0,597.710980734609,5.672590805144523,0.009581457725774012,35–44
TOY0058,42,40.679740454134205,0.6107684350687701,0.625,65.59791560125699,C,493.7237724793878,483.187936229253,-10.535836250134764,-0.021339536067355613,493.59194104437313,-0.13183143501464656,-0.0002670145582672756,505.8321886747722,12.10841619538445,0.024524677299977427,35–44
TOY0059,53,33.07028545934744,0.6093426043265562,0.6666666666666666,125.26909318626117,D,501.91746155274814,487.25181772006664,-14.665643832681496,-0.029219234149199358,509.1564852943266,7.239023741578478,0.014422737394279128,515.2910083341582,13.373546781410028,0.026644912372717933,45–54
TOY0060,42,42.62667205112751,0.870287957072707,0.85,73.27696714082076,B,708.2657187227651,662.9505819058855,-45.315136816879544,-0.06398041811002453,677.9598262992881,-30.305892423476962,-0.04278887375507656,694.6283808043432,-13.63733791842185,-0.01925455031624912,35–44
TOY0061,62,28.010350469899194,0.6375764499344486,0.5583333333333333,112.63070388118952,C,415.7185088542843,367.41855107081744,-48.29995778346688,-0.11618428517070611,369.2480883914726,-46.47042046281172,-0.11178338099711671,382.29243572742513,-33.426073126859194,-0.08040554465323446,55+
TOY0062,33,38.937280117646885,0.8433074949732215,0.8583333333333333,50.73207423457132,A,647.8885666037451,605.6470197487603,-42.24154685498479,-0.06519878422367675,627.2345381338439,-20.654028469901164,-0.03187898279818446,629.5226181064921,-18.36594849725293,-0.028347387874936403,<35
TOY0063,31,69.4003968803393,0.7729312124902727,0.8,48.31038781697142,A,1011.9627929435532,974.5052424069735,-37.457550536579674,-0.03701475073764793,982.7094097255647,-29.25338321798847,-0.02890756796788696,1011.1126827421723,-0.8501102013808577,-0.0008400607288219231,<35
TOY0064,32,26.97524031526006,0.5540408758201101,0.6166666666666667,24.040702077278837,A,320.86979350477054,302.7095411114566,-18.160252393313954,-0.05659695228695294,308.2347472058022,-12.635046298968348,-0.03937748755019688,314.69704454546496,-6.172748959305579,-0.019237550820481952,<35
TOY0065,61,35.042510694437716,0.802663641902663,0.7916666666666666,178.04421392461654,D,660.5432717883376,623.4251371725945,-37.11813461574309,-0.05619334296638945,634.1693379456945,-26.37393384264317,-0.039927639821747185,659.9706661690049,-0.5726056193327622,-0.0008668707165581102,55+
TOY0066,29,33.0091598145596,0.9012932856792463,0.9083333333333333,29.16525105878104,A,557.6244856821942,538.4856281807424,-19.138857501451753,-0.034322125360111144,549.2387006923778,-8.38578498981633,-0.015038408830912786,557.6244856821942,0.0,0.0,<35
TOY0067,45,30.57893126537414,0.8929837245529426,0.8916666666666667,62.765386056599496,C,521.7139670699804,500.4579548733953,-21.256012196585118,-0.04074265505284802,521.7139670699804,0.0,0.0,527.2281901239174,5.51422305393703,0.010569437281707561,45–54
TOY0068,37,24.637129020390702,0.4207812235638758,0.4583333333333333,35.41603093127813,C,229.31106563235377,229.72352933764046,0.4124637052866831,0.001798708248768044,235.43122199485887,6.120156362505099,0.026689319791995292,240.21787003411401,10.90680440176024,0.04756335840873338,35–44
TOY0069,35,73.887922624284,0.6850639400728961,0.6833333333333333,45.28088142062445,B,892.8912413469885,864.8620671208492,-28.029174226139276,-0.031391476283108455,892.8912413469885,0.0,0.0,900.0397682497471,7.14852690275859,0.00800604437778385,35–44
TOY0070,45,35.196203372203584,0.4445680512107666,0.43333333333333335,54.11883643104648,C,321.1638588857701,307.82124439317806,-13.34261449259202,-0.041544570235524714,321.1638588857701,0.0,0.0,325.1505145933848,3.986655707614716,0.012413151720887416,45–54
TOY0071,46,27.549777107365628,0.5190514745534404,0.5416666666666666,47.713799151009795,A,329.46497669839636,290.91332014629296,-38.551656552103395,-0.11701291268781788,302.70894392164007,-26.756032776756285,-0.08121055246867614,306.21315550957746,-23.251821188818894,-0.07057448540305522,45–54
TOY0072,33,33.12152459080062,0.7510394697936221,0.7916666666666666,26.321216309585346,B,468.88113668455173,456.01879327520373,-12.862343409348,-0.02743199161368992,471.31023048277956,2.429093798227825,0.005180617449027425,473.9033351842174,5.022198499665649,0.010711026967682002,<35
TOY0073,39,27.81804422468215,0.5670969031643953,0.5583333333333333,41.37997107255632,B,324.9664346274956,311.7054480033768,-13.2609866241188,-0.04080725026053744,319.05492222318634,-5.911512404309235,-0.018191147682946163,327.1393763441618,2.17294171666623,0.006686665098680322,35–44
TOY0074,32,32.748990574828845,0.8288267049875999,0.7583333333333333,45.45884759884272,A,497.1282975123221,468.42402119010774,-28.704276322214355,-0.057740177869281095,477.3009014858631,-19.827396026458985,-0.03988386121988463,487.5898736890858,-9.538423823236315,-0.019187046625524062,<35
TOY0075,41,33.80520670115046,0.8411007344395797,0.8,72.22760305242205,B,553.3586539619546,529.0452857295941,-24.313368232360517,-0.04393781150485476,535.0936889150246,-18.26496504693,-0.033007462549209166,552.8900010843793,-0.46865287757532315,-0.0008469242763619045,35–44
TOY0076,34,37.174657223579615,0.5795514275414227,0.6,43.68483253456126,A,446.8430739500802,422.77607195450435,-24.06700199557588,-0.053860076162363324,432.4053882171897,-14.437685732890543,-0.03231041628386855,440.4731092195935,-6.369964730486743,-0.014255484983075717,<35
TOY0077,56,25.334767747772364,0.8787856438396888,0.875,151.63387793967553,E,510.11737005438476,518.7370227465333,8.61965269214852,0.01689739106752941,540.1907602285416,30.073390174156884,0.05895386422726734,550.3880284249935,40.27065837060877,0.07894390729395351,55+
TOY0078,30,31.18354527457021,0.6962070738992973,0.6333333333333333,41.40652287848465,A,393.2406020890014,379.09531474511743,-14.145287343883979,-0.03597107538931721,382.0243185380408,-11.216283550960611,-0.02852269956707587,393.2406020890014,0.0,0.0,<35
TOY0079,67,62.28917330066929,0.36155006178876453,0.4,139.09498397288382,D,562.2035659796345,532.1063004051812,-30.09726557445333,-0.0535344622405749,532.1063004051812,-30.09726557445333,-0.0535344622405749,534.296336624995,-27.907229354639526,-0.04963901163809137,55+
TOY0080,39,36.498561816383216,0.9564314622166331,0.95,71.30571063588239,B,678.8641543361921,653.344910064066,-25.519244272126116,-0.03759109110287229,667.1397900908516,-11.724364245340439,-0.017270560200375873,682.6490588989219,3.784904562729821,0.005575348968647198,35–44
TOY0081,55,44.1913962394574,0.6778773899160555,0.6166666666666667,142.77467401628996,E,570.4085178450293,579.8074730805646,9.398955235535254,0.01647758569778013,603.0803312153118,32.67181337028251,0.05727791985595654,613.7418189522692,43.33330110723989,0.07596888852738504,55+
TOY0082,25,64.88603116765242,0.8904253907202674,0.8916666666666667,21.108989316326618,A,1010.6865343527722,980.7853040968301,-29.901230255942096,-0.02958506840609132,1010.6865343527722,0.0,0.0,1010.6865343527722,0.0,0.0,<35
TOY0083,42,35.45827015302869,0.6859440442090816,0.6416666666666667,96.13419298609506,B,524.6151560824874,489.21197766913696,-35.40317841335042,-0.06748409382168863,500.7656104392164,-23.84954564327097,-0.04546103056069739,514.4533756192869,-10.161780463200444,-0.019369971197711,35–44
TOY0084,49,60.791605565392935,0.9116493104292558,0.9083333333333333,93.77491778825623,A,1089.0600563731937,958.1174310353255,-130.9426253378682,-0.1202345312102765,981.7466459940874,-107.31341037910624,-0.09853764239272822,1008.7174098202579,-80.34264655293578,-0.0737724665253946,45–54
TOY0085,53,24.37632472705052,0.9356852450611697,0.9083333333333333,126.64384908378784,D,504.7965662936025,490.2881829934215,-14.50838330018098,-0.028741049897994975,512.257248850423,7.4606825568205295,0.014779582618003051,518.2204674516088,13.423901158006288,0.026592695066389505,45–54
TOY0086,59,30.78199866281672,0.7366613835324566,0.7166666666666667,115.75900339329894,D,487.7334644437052,465.7486556863576,-21.984808757347594,-0.04507545690436243,476.83992361287835,-10.89354083082685,-0.022335028504250176,492.89790994867786,5.164445504972662,0.01058866344318421,55+
TOY0087,48,47.369711563358,0.8001272702588288,0.8583333333333333,73.80077455642171,C,744.8483159618194,712.4363299045731,-32.41198605724628,-0.04351488130223247,721.0456607750045,-23.80265518681483,-0.03195637914019922,749.892483078305,5.044167116485596,0.006772072928663553,45–54
TOY0088,25,29.253463276857115,0.7253379020855268,0.7416666666666667,22.269330926282514,C,370.8675470275095,389.3510946700007,18.483547642491203,0.04983867634317485,401.1871382083785,30.319591180868997,0.08175315263866967,401.1871382083785,30.319591180868997,0.08175315263866967,<35
TOY0089,49,38.157790186983796,0.819145420635933,0.7916666666666666,96.40060933505823,C,616.9550379758689,587.7276964885834,-29.227341487285457,-0.04737353565208857,602.815901170516,-14.139136805352905,-0.022917613010732807,621.0346382358356,4.079600259966696,0.00661247580269575,45–54
TOY0090,35,37.474374765523486,0.6452767012117486,0.6416666666666667,44.28624796382379,A,476.60837018379493,443.9782248483944,-32.63014533540053,-0.0684632234276904,458.44628569529067,-18.162084488504263,-0.03810693564089196,462.6933246036804,-13.915045580114509,-0.02919597399170404,35–44
TOY0091,32,40.74421544747914,0.6628293111501451,0.6583333333333333,42.14365818759019,B,501.0627624972771,491.639826177619,-9.422936319658106,-0.018805900228335837,499.70416910541024,-1.3585933918668616,-0.002711423585132655,510.521748426965,9.458985929687913,0.018877846524744113,<35
TOY0092,47,65.24891574209695,0.711336369850026,0.7,98.60844112718068,A,939.1701691397333,818.6446358042917,-120.52553333544154,-0.12833194376887125,844.5612115665551,-94.60895757317815,-0.1007367574928818,863.1625736419567,-76.0075954977766,-0.08093058957291888,45–54
TOY0093,59,35.190632481327974,0.8636919423007401,0.875,124.12001958269968,C,665.002539640652,601.0031401822963,-63.9993994583557,-0.09623933089479497,614.7951142704053,-50.20742537024671,-0.07549959944119511,634.2751678398265,-30.727371800825495,-0.04620639767395429,55+
TOY0094,66,44.72444512734571,0.44351402214322944,0.4083333333333333,89.48739010061594,C,420.5108064668846,375.02827661084024,-45.48252985604438,-0.10816019269085331,375.02827661084024,-45.48252985604438,-0.10816019269085331,381.00126819617344,-39.509538270711175,-0.09395605930479833,55+
TOY0095,64,26.008658743469482,0.6500367036838671,0.6916666666666667,84.86216489321974,D,386.2272792861749,365.5240051813722,-20.703274104802688,-0.053603862842278915,368.5611493660596,-17.66612992011528,-0.045740243808686465,377.7701818634781,-8.45709742269679,-0.021896685905581803,55+
TOY0096,67,62.07725310932762,0.5621432160391371,0.575,198.08939979130216,E,761.1629860485635,761.1629860485635,0.0,0.0,761.1629860485635,0.0,0.0,764.6019540747144,3.43896802615086,0.004518044215475525,55+
TOY0097,36,29.01624865996206,0.621174078502469,0.6333333333333333,37.14902148878982,B,357.60927318275907,345.86306269764697,-11.746210485112101,-0.0328464929909944,357.29994383546455,-0.309329347294522,-0.0008649925225413524,360.97088380043573,3.3616106176766607,0.009400233354571519,35–44
